rating,reviews,company,province,parsed_date,processed_reviews,tokenized_reviews,topic
5,"Masih untung di kirimkan ke lokasinya kalau ilang gimana
Eh Lo yang di komentar pikir dikit Napa
Org disini bekerja untuk tidak mengecewakan kalian org berusaha juga untuk tidak …",JNE,Kalimantan Selatan,2021-01-21,untung kirim lokasi hilang komentar pikir dikit orang kecewa orang usaha,"['untung', 'kirim', 'lokasi', 'hilang', 'komentar', 'pikir', 'dikit', 'orang', 'kecewa', 'orang', 'usaha']",Pelayanan Bagus
5,Sampai ke Kabupaten Semarang katanya 3/4 hari.. Faktanya 1 hari sampai... Dokumen penting lebih cepat ditangan penerima.. Makasih JNE,JNE,Kalimantan Selatan,2021-01-21,kabupaten fakta dokumen cepat tang terima,"['kabupaten', 'fakta', 'dokumen', 'cepat', 'tang', 'terima']",Pelayanan Bagus
5,Jne tempat favorit saya untuk antar paket,JNE,Kalimantan Selatan,2021-01-21,favorit,['favorit'],Pelayanan Bagus
5,Paket aman sampai dengan ontime. Terimakasih jne,JNE,Kalimantan Selatan,2021-01-21,aman ontime,"['aman', 'ontime']",Pelayanan Bagus
5,"Sy hr ini ke JNE Pusat Banjarmasin mau mengirim paket menggunakan jasa JNE yg ditujukan utk keponakan kami di Tasikmalaya Jawa Barat, menurut sy pelayanannya bagus sekali, sy dilayani dengan ramah. Terima kasih JNE.",JNE,Kalimantan Selatan,2021-01-21,pusat kirim jasa keponakan tasikmalaya jawa barat layan bagus layan ramah,"['pusat', 'kirim', 'jasa', 'keponakan', 'tasikmalaya', 'jawa', 'barat', 'layan', 'bagus', 'layan', 'ramah']",Pelayanan Bagus
5,"Tempat ini melayani pengiriman Express, Logistic, Trucking keseluruh Nusantara.

Pelayanan yg ramah dan bisa melayani 24 jam, jadi jangan ragu-ragu jika ingin …",JNE,Kalimantan Selatan,2021-01-21,layan kirim express logistic trucking seluruh nusantara layan ramah layan ragu ragu,"['layan', 'kirim', 'express', 'logistic', 'trucking', 'seluruh', 'nusantara', 'layan', 'ramah', 'layan', 'ragu', 'ragu']",Pelayanan Bagus
5,"Banyak2 be urut dada ja sanak brataan nae,, rata2 klw kalsel pake reg yg belanja dilazada yg pake ongkir gratis,,,paling cepat seminggu q,, aku pke yes 3 hari sampai kerumah,,",JNE,Kalimantan Selatan,2021-01-21,be urut dada sanak brata nae kalsel pakai register belanja dilazada pakai ongkir gratis cepat minggu pke yes rumah,"['be', 'urut', 'dada', 'sanak', 'brata', 'nae', 'kalsel', 'pakai', 'register', 'belanja', 'dilazada', 'pakai', 'ongkir', 'gratis', 'cepat', 'minggu', 'pke', 'yes', 'rumah']",Pelayanan Bagus
5,"Karena rumahku cukup jauh diluar kota jd kalo pesan online pakai alamat sini aja, hemat dan mudah pengambilannya. Untuk pengambilan barang sampai jam 9 malam. Pelayanannya selama ini baik baik aja, mas nya ramah pernah nawarin karung juga …",JNE,Kalimantan Selatan,2021-01-21,rumah luar kota pesan online pakai hemat mudah ambil ambil malam layan ramah nawarin karung,"['rumah', 'luar', 'kota', 'pesan', 'online', 'pakai', 'hemat', 'mudah', 'ambil', 'ambil', 'malam', 'layan', 'ramah', 'nawarin', 'karung']",Pelayanan Bagus
5,"Satu-satunya kantor JNE yang dapat kami andalkan. Perlu banyak perbaikan seperti pembersihan lingkungan, lebih banyak penghijauan di kantor, lebih banyak staf pada jam sibuk (Antrian pasti membutuhkan lebih banyak bantuan), dan layanan pelanggan (tidak ada nomor telepon sama sekali)",JNE,Kalimantan Selatan,2021-01-21,satu kantor andal baik bersih lingkung hijau kantor staf sibuk antri butuh bantu langgan nomor telepon,"['satu', 'kantor', 'andal', 'baik', 'bersih', 'lingkung', 'hijau', 'kantor', 'staf', 'sibuk', 'antri', 'butuh', 'bantu', 'langgan', 'nomor', 'telepon']",Pelayanan Bagus
4,"Ya, naik turun dalam pelayanan. Mereka memberikan respon yang baik terhadap permasalahan yang tidak dapat dihindari. Satu hal, mungkin mereka bisa membeli kursi yang lebih baik untuk pelanggan di area tertentu.",JNE,Kalimantan Selatan,2021-01-21,turun layan respon masalah hindar beli kursi langgan area,"['turun', 'layan', 'respon', 'masalah', 'hindar', 'beli', 'kursi', 'langgan', 'area']",Pelayanan Bagus
4,Kerja bagus. Akan lebih baik jika anda memasang kipas angin di dalam ruang tunggu (untuk pengambilan barang oleh penerima),JNE,Kalimantan Selatan,2021-01-21,kerja bagus pasang kipas angin ruang ambil terima,"['kerja', 'bagus', 'pasang', 'kipas', 'angin', 'ruang', 'ambil', 'terima']",Pelayanan Bagus
4,"Walaupun telat pasti ketahuan di masa pandemi corona, tapi tetap semangat",JNE,Kalimantan Selatan,2021-01-21,lambat tahu pandemi corona semangat,"['lambat', 'tahu', 'pandemi', 'corona', 'semangat']",Pelayanan Bagus
4,Letaknya strategis di kota. Pokoknya ruang penjemputan paket sangat kecil.,JNE,Kalimantan Selatan,2021-01-21,letak strategis kota pokok ruang jemput,"['letak', 'strategis', 'kota', 'pokok', 'ruang', 'jemput']",Pelayanan Bagus
5,"baiklah, bagus",JNE,Kalimantan Selatan,2021-01-21,baik bagus,"['baik', 'bagus']",Pelayanan Bagus
4,Kantor pusat JNE Banjarmasin. Mereka cukup baik dalam mengirimkan barang.,JNE,Kalimantan Selatan,2021-01-21,kantor pusat kirim,"['kantor', 'pusat', 'kirim']",Pelayanan Bagus
5,"layanan pengiriman yang baik, cepat dan dapat dilacak",JNE,Kalimantan Selatan,2021-01-21,kirim cepat lacak,"['kirim', 'cepat', 'lacak']",Pelayanan Bagus
5,Oke,JNE,Kalimantan Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Bagus,JNE,Kalimantan Selatan,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,Pelayanan bagus,JNE,Kalimantan Selatan,2021-01-21,layan bagus,"['layan', 'bagus']",Pelayanan Bagus
5,"perlu mengirim paket atau surat ke dalam atau ke luar negeri, disinilah tempatnya",JNE,Kalimantan Selatan,2021-01-21,kirim surat negeri tempat,"['kirim', 'surat', 'negeri', 'tempat']",Pelayanan Bagus
4,Layanan pelanggan yang baik,JNE,Kalimantan Selatan,2021-01-21,langgan,['langgan'],Pelayanan Bagus
5,Perlu tanda yang lebih besar untuk nomor antrian,JNE,Kalimantan Selatan,2021-01-21,tanda nomor antri,"['tanda', 'nomor', 'antri']",Pelayanan Bagus
5,Mantaaab,JNE,Kalimantan Selatan,2021-01-21,mantalab,['mantalab'],Pelayanan Bagus
4,Menyesap,JNE,Kalimantan Selatan,2021-01-21,sesap,['sesap'],Pelayanan Bagus
4,Sejauh ini bagus,JNE,Kalimantan Selatan,2021-01-21,bagus,['bagus'],Pelayanan Bagus
4,layanan pengiriman yang baik,JNE,Kalimantan Selatan,2021-01-21,kirim,['kirim'],Pelayanan Bagus
4,Bagus,JNE,Kalimantan Selatan,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,Mantaapp,JNE,Kalimantan Selatan,2021-01-21,mantao,['mantao'],Pelayanan Bagus
4,Oke,JNE,Kalimantan Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Sipp,JNE,Kalimantan Selatan,2021-01-21,sesap,['sesap'],Pelayanan Bagus
5,Wah 24 jam,JNE,Kalimantan Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Sangat menyukainya,JNE,Kalimantan Selatan,2021-01-21,suka,['suka'],Pelayanan Bagus
5,Dari,JNE,Kalimantan Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Ekspedisi pengiriman cepat.,JNE,Kalimantan Selatan,2021-01-21,ekspedisi kirim cepat,"['ekspedisi', 'kirim', 'cepat']",Pelayanan Bagus
4,Suka itu,JNE,Kalimantan Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Pelayanan bagus,JNE,Kalimantan Selatan,2021-01-21,layan bagus,"['layan', 'bagus']",Pelayanan Bagus
5,Pelayanan prima,JNE,Kalimantan Selatan,2021-01-21,layan prima,"['layan', 'prima']",Pelayanan Bagus
5,JNE MENGHUBUNGKAN KEBAHAGIAAN,JNE,Kalimantan Selatan,2021-01-21,hubung bahagia,"['hubung', 'bahagia']",Pelayanan Bagus
5,pelayanan nya cepat rapih dan ramah,JNE,Kalimantan Tengah,2021-01-21,layan cepat rapih ramah,"['layan', 'cepat', 'rapih', 'ramah']",Pelayanan Bagus
5,"Tempat nyaman, sco ramah dan pelayanan prima",JNE,Kalimantan Tengah,2021-01-21,nyaman sco ramah layan prima,"['nyaman', 'sco', 'ramah', 'layan', 'prima']",Pelayanan Bagus
4,"Menyambut 'new normal', kurang physical distancing pada pengambilan paket. Tidak ada aturan tegas wajib masker (tolong pakai masker aja kalau kesini.) …",JNE,Kalimantan Tengah,2021-01-21,sambut new normal  physical distancing ambil atur wajib masker pakai masker kesini,"['sambut', 'new', 'normal', 'physical', 'distancing', 'ambil', 'atur', 'wajib', 'masker', 'pakai', 'masker', 'kesini']",Pelayanan Bagus
5,Info dong ko udh 3 hari paket sya di tracking masih pengiriman dri palangka raya ke pangkalan bun,JNE,Kalimantan Tengah,2021-01-21,informasi  tracking kirim palangka raya pangkal bun,"['informasi', 'tracking', 'kirim', 'palangka', 'raya', 'pangkal', 'bun']",Pelayanan Bagus
4,"No komen lah,percuma juga,gak direspon juga semua pertanyaan dari pelanggan. Yg ada jari pada bengkak.  Sip dah buat JNE👍 …",JNE,Kalimantan Tengah,2021-01-21,nomor komen  respon langgan jari bengkak,"['nomor', 'komen', 'respon', 'langgan', 'jari', 'bengkak']",Pelayanan Bagus
5,Sekarang JNE lebih serinf antar barang ke rumah ketimbang suruh ambil sendiri di kantor.. Better,JNE,Kalimantan Tengah,2021-01-21,serinf rumah ketimbang suruh kantor better,"['serinf', 'rumah', 'ketimbang', 'suruh', 'kantor', 'better']",Pelayanan Bagus
5,Walaupun terkadang terlambat ya lumayan lah,JNE,Kalimantan Tengah,2021-01-21,terkadang lambat ,"['terkadang', 'lambat']",Pelayanan Bagus
5,Kalau kirim barang cepat sampai dan kurirnya ramah ramah.,JNE,Kalimantan Tengah,2021-01-21,cepat kurir ramah ramah,"['cepat', 'kurir', 'ramah', 'ramah']",Pelayanan Bagus
4,"Bikin bete tukang parkir nya, parkir di dalam di pindah di luar, padahal free parkir di jne",JNE,Kalimantan Tengah,2021-01-21,bosan tukang parkir parkir pindah free parkir,"['bosan', 'tukang', 'parkir', 'parkir', 'pindah', 'free', 'parkir']",Respon Staff
5,Admin nya mantaap kalo barang dah sampai cust di hubungin..,JNE,Kalimantan Tengah,2021-01-21,admin mantaap cust hubungin,"['admin', 'mantaap', 'cust', 'hubungin']",Pelayanan Bagus
5,"Mantap pelayanannya, tapi gak usah bayar parkir juga kali",JNE,Kalimantan Tengah,2021-01-21,bagus layan bayar parkir,"['bagus', 'layan', 'bayar', 'parkir']",Pelayanan Bagus
5,Terbaik,JNE,Kalimantan Tengah,2021-01-21,baik,['baik'],Pelayanan Bagus
4,Pelayananya bisa dibilang memuaskan,JNE,Kalimantan Tengah,2021-01-21,bilang muas,"['bilang', 'muas']",Pelayanan Bagus
5,Kurir cepat antar kerumah,JNE,Kalimantan Tengah,2021-01-21,cepat rumah,"['cepat', 'rumah']",Pelayanan Bagus
4,Pelayanannya bagus dan memuaskan,JNE,Kalimantan Tengah,2021-01-21,layan bagus muas,"['layan', 'bagus', 'muas']",Pelayanan Bagus
4,pelayanannya oke lah. good job jne,JNE,Kalimantan Tengah,2021-01-21,layan  bagus,"['layan', 'bagus']",Pelayanan Bagus
5,Parkirnya kurang memadai,JNE,Kalimantan Tengah,2021-01-21,parkir pada,"['parkir', 'pada']",Pelayanan Bagus
5,Pelayanan mantapp,JNE,Kalimantan Tengah,2021-01-21,layan mantapp,"['layan', 'mantapp']",Pelayanan Bagus
5,Tempat pengiriman dokumen dan barang!,JNE,Kalimantan Tengah,2021-01-21,kirim dokumen,"['kirim', 'dokumen']",Pelayanan Bagus
5,pelayanan cepat,JNE,Kalimantan Tengah,2021-01-21,layan cepat,"['layan', 'cepat']",Pelayanan Bagus
5,Bagus,JNE,Kalimantan Tengah,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,bagus,JNE,Kalimantan Tengah,2021-01-21,bagus,['bagus'],Pelayanan Bagus
4,Layanan pengiriman reguler tersedia di pangkalan pangkalan,JNE,Kalimantan Tengah,2021-01-21,kirim reguler sedia pangkal pangkal,"['kirim', 'reguler', 'sedia', 'pangkal', 'pangkal']",Pelayanan Bagus
5,Mantaap,JNE,Kalimantan Tengah,2021-01-21,suhu,['suhu'],Pelayanan Bagus
5,Dll,JNE,Kalimantan Tengah,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Kursinya lebih sedikit,JNE,Kalimantan Tengah,2021-01-21,kursi,['kursi'],Pelayanan Bagus
5,Hhbb,JNE,Kalimantan Tengah,2021-01-21,hhbb,['hhbb'],Pelayanan Bagus
5,Oke,JNE,Kalimantan Tengah,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Atas,JNE,Kalimantan Tengah,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Bekerja lepas,JNE,Kalimantan Tengah,2021-01-21,lepas,['lepas'],Pelayanan Bagus
4,Bagus,JNE,Kalimantan Tengah,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,Tepercaya,JNE,Kalimantan Tengah,2021-01-21,percaya,['percaya'],Pelayanan Bagus
5,Juwoa,JNE,Kalimantan Tengah,2021-01-21,juwoa,['juwoa'],Pelayanan Bagus
5,"bisnis jasa seperti ini memang berat Pak, Bu..
salah di satu pengantara langsung bintang satu, padahal ada 100 pengantaran lain yg lancar dan berjalan baik.. …",JNE,Kalimantan Timur,2021-01-21,bisnis jasa berat bu salah antara langsung bintang antar lancar jalan,"['bisnis', 'jasa', 'berat', 'bu', 'salah', 'antara', 'langsung', 'bintang', 'antar', 'lancar', 'jalan']",Pelayanan Bagus
5,"Pengerjaan sangat cepat dan rapi, ini rekomendasi banget. Untuk perubahan d perorangan... Joss,, sangat profesional dan berpengalaman...",JNE,Kalimantan Timur,2021-01-21,kerja cepat rapi rekomendasi ubah orang joss profesional alam,"['kerja', 'cepat', 'rapi', 'rekomendasi', 'ubah', 'orang', 'joss', 'profesional', 'alam']",Pelayanan Bagus
4,Kalau mau ambil barang letak gedungnya yang di belakang,JNE,Kalimantan Timur,2021-01-21,letak gedung,"['letak', 'gedung']",Pelayanan Bagus
4,"Hallo JNE,  paket saya sudah 2 hari di lokasi sortir. kenapa ya gk dikirim kirim apakah ada kendala atau harus ambil sendiri gitu",JNE,Kalimantan Timur,2021-01-21,hallo lokasi sortir kirim kendala,"['hallo', 'lokasi', 'sortir', 'kirim', 'kendala']",Pelayanan Bagus
4,"Bagus, ramah, cuma gga bisa cod barang..kalo cod ongkir bisa nya",JNE,Kalimantan Timur,2021-01-21,bagus ramah gga cod cod ongkir,"['bagus', 'ramah', 'gga', 'cod', 'cod', 'ongkir']",Pelayanan Bagus
5,"Tempat nya bersih, pelayanan nya baik dan ramah2 …. Boleh2 tanya2 lagi dan gak di jutein walaupun gak beli.
The best pokoknya",JNE,Kalimantan Timur,2021-01-21,bersih layan ramah jutein beli pokok,"['bersih', 'layan', 'ramah', 'jutein', 'beli', 'pokok']",Pelayanan Bagus
5,"Diantara ekspedisi lainnya, JNE yang terbaik. selama 5 tahun belakangan ini pake JNE tidak ada kendala. malah menggunakan ekspedisi lain ada aja masalah nya. pernah beli barang di toped dari surabaya menggunakan JNE Reguler, ga sampe 24 jam datang sampe rumah wkwkwk. pertahankan ya!",JNE,Kalimantan Timur,2021-01-21,ekspedisi baik pakai kendala ekspedisi beli reguler rumah wkwkwk tahan,"['ekspedisi', 'baik', 'pakai', 'kendala', 'ekspedisi', 'beli', 'reguler', 'rumah', 'wkwkwk', 'tahan']",Pelayanan Bagus
4,Pelayanan lumayan. Kalo lambat mungkin overload. Langsung telpon aja ke nomornya kalo mau ambil paket ke lokasi,JNE,Kalimantan Timur,2021-01-21,layan lambat overload langsung telpon nomor lokasi,"['layan', 'lambat', 'overload', 'langsung', 'telpon', 'nomor', 'lokasi']",Pelayanan Bagus
4,Sedikit koreksi..pengambilan barang harus k gudang belakang trus naik tangga lagi...,JNE,Kalimantan Timur,2021-01-21,koreksi ambil tangga,"['koreksi', 'ambil', 'tangga']",Pelayanan Bagus
4,"Alamat mudah ditemukan dan mudah dikenali dengan ciri khas merah biru, lokasi cukup strategis di jalan yang cukup padat pula jadi harap berhati-hati ketika menyebrang dari arah berlawanan, area parkir cukup luas, pelayanan baik dan cepat, staff front office cukup ramah dan komunikatif. Pertahankan",JNE,Kalimantan Timur,2021-01-21,mudah temu mudah nali ciri khas merah biru lokasi strategis jalan padat harap hati hati menyebrang arah lawan area parkir luas layan cepat staff front office ramah komunikatif tahan,"['mudah', 'temu', 'mudah', 'nali', 'ciri', 'khas', 'merah', 'biru', 'lokasi', 'strategis', 'jalan', 'padat', 'harap', 'hati', 'hati', 'menyebrang', 'arah', 'lawan', 'area', 'parkir', 'luas', 'layan', 'cepat', 'staff', 'front', 'office', 'ramah', 'komunikatif', 'tahan']",Pelayanan Bagus
5,"Cs ramah, pelayanan cepat, kirim dokumen express sampai tepat waktu 👍👍 …",JNE,Kalimantan Timur,2021-01-21,customer service ramah layan cepat dokumen express tepat waktu,"['customer', 'service', 'ramah', 'layan', 'cepat', 'dokumen', 'express', 'tepat', 'waktu']",Pelayanan Bagus
5,Ramah dan super cepat serta sabar petugas pelayanannya disertai dengan penjelasannya,JNE,Kalimantan Timur,2021-01-21,ramah super cepat sabar tugas layan serta jelas,"['ramah', 'super', 'cepat', 'sabar', 'tugas', 'layan', 'serta', 'jelas']",Pelayanan Bagus
4,Nih yg mau ngambil paket sendiri,JNE,Kalimantan Timur,2021-01-21,ambil,['ambil'],Pelayanan Bagus
5,"Kantornya besar, pelayanan juga ramah. Jika mau mengambil barang di bagian belakang lantai 2",JNE,Kalimantan Timur,2021-01-21,kantor layan ramah ambil lantai,"['kantor', 'layan', 'ramah', 'ambil', 'lantai']",Pelayanan Bagus
5,"Paket estimasi 5 hari ,datang 2 harii
Mantapp 😍 …",JNE,Kalimantan Timur,2021-01-21,estimasi hari mantapp,"['estimasi', 'hari', 'mantapp']",Pelayanan Bagus
5,"Ada kemajuan gaes , sekarang sudah mulai kembali normal. Untuk pengiriman udara bisa tepat waktu. JTR juga mulai ada kemajuan , hanya menunggu 1 atau 2 hari dari estimasi . Respon juga baik.",JNE,Kalimantan Timur,2021-01-21,maju normal kirim udara tepat waktu jtr maju tunggu estimasi respon,"['maju', 'normal', 'kirim', 'udara', 'tepat', 'waktu', 'jtr', 'maju', 'tunggu', 'estimasi', 'respon']",Pelayanan Bagus
4,"Tempat parkir cukup..
Pelayanan cukup..
Terima Kasih Banyak",JNE,Kalimantan Timur,2021-01-21,parkir layan,"['parkir', 'layan']",Pelayanan Bagus
5,"Pengiriman paket JNE ini cepat , dan tidak melewati estimasi pengantaran barang. dan kurir ramah..  Barang aman.  pokoknya bagus ini ekspedisi JNE 👍👍👍 …",JNE,Kalimantan Timur,2021-01-21,kirim cepat lewat estimasi antar ramah aman pokok bagus ekspedisi,"['kirim', 'cepat', 'lewat', 'estimasi', 'antar', 'ramah', 'aman', 'pokok', 'bagus', 'ekspedisi']",Pelayanan Bagus
5,"Kamis, 5 Januari 2024 😊
Keluarga kami biasa mengirim barang melalui JNE ini juga.
Semoga senantiasa sukses dalam karya 🙏😊 …",JNE,Kalimantan Timur,2021-01-21,kamis januari keluarga kirim moga senantiasa sukses karya,"['kamis', 'januari', 'keluarga', 'kirim', 'moga', 'senantiasa', 'sukses', 'karya']",Pelayanan Bagus
5,"Trims ya sudah di bantu
Proses kredit nya 👍
Sangan membantu …",JNE,Kalimantan Timur,2021-01-21,bantu proses kredit sangan bantu,"['bantu', 'proses', 'kredit', 'sangan', 'bantu']",Pelayanan Bagus
5,"Sangat memuaskan dengan pelayanan JNE Cabang Utama Samarinda, pelayanannya cepat dan respon sangat baik",JNE,Kalimantan Timur,2021-01-21,muas layan cabang utama layan cepat respon,"['muas', 'layan', 'cabang', 'utama', 'layan', 'cepat', 'respon']",Pelayanan Bagus
4,"Resi TKP01-NW8EX6C

Dari tokped kok gak kasi alamat saya ya? …",JNE,Kalimantan Timur,2021-01-21,resi tkp nw mantan c kasi,"['resi', 'tkp', 'nw', 'mantan', 'c', 'kasi']",Pelayanan Bagus
4,"Lumayan bagus pelayanannya, tapi Pos Indonesia saat ini. Yg terbaik",JNE,Kalimantan Timur,2021-01-21,bagus layan pos indonesia baik,"['bagus', 'layan', 'pos', 'indonesia', 'baik']",Pelayanan Bagus
5,dimana ambil paket secara langsung? Nomor telp yg bisa d hubungi?,JNE,Kalimantan Timur,2021-01-21,di mana langsung nomor telepon,"['di', 'mana', 'langsung', 'nomor', 'telepon']",Pelayanan Bagus
4,"Tempat pusat pengiriman barang,lebih baik disini daripada di outlet tumpangannya",JNE,Kalimantan Timur,2021-01-21,pusat kirim outlet tumpang,"['pusat', 'kirim', 'outlet', 'tumpang']",Pelayanan Bagus
5,"Nyaman bgt klo ke cabang utama jne , buka sampe jam 8nmalam untuk pengambilan barang",JNE,Kalimantan Timur,2021-01-21,nyaman cabang utama nmalam ambil,"['nyaman', 'cabang', 'utama', 'nmalam', 'ambil']",Pelayanan Bagus
5,Kurirnya ramah-ramah... Tp mohon toleransinya kalau bisa paket yg dititip minimal seminggu baru di retur. Sekarang empat hari aja :(,JNE,Kalimantan Timur,2021-01-21,kurir ramah ramah mohon toleransi titip minimal minggu retur,"['kurir', 'ramah', 'ramah', 'mohon', 'toleransi', 'titip', 'minimal', 'minggu', 'retur']",Pelayanan Bagus
5,Gedung depan untuk kirim barang dan pengambilan barang di gedung belakang lantai 2. Cukup bawa KTP dan resi sampai jam 8 malam,JNE,Kalimantan Timur,2021-01-21,gedung ambil gedung lantai bawa ktp resi malam,"['gedung', 'ambil', 'gedung', 'lantai', 'bawa', 'ktp', 'resi', 'malam']",Pelayanan Bagus
5,"Habis ambil barang di jne utama samarinda, tempat luas dan service cepat memuaskan hanya ya jauh kalo dari rumah saya hahaha",JNE,Kalimantan Timur,2021-01-21,habis utama luas service cepat muas rumah hahaha,"['habis', 'utama', 'luas', 'service', 'cepat', 'muas', 'rumah', 'hahaha']",Pelayanan Bagus
5,Mau Kirim paket cepet sampai yah pakai jne lah,JNE,Kalimantan Timur,2021-01-21,cepat pakai ,"['cepat', 'pakai']",Pelayanan Bagus
5,Kantor pusat merespons dengan cepat,JNE,Kalimantan Timur,2021-01-21,kantor pusat respons cepat,"['kantor', 'pusat', 'respons', 'cepat']",Pelayanan Bagus
5,"JNE Cabang Utama di kota ini, setiap barang yang dikirim ke kota ini akan dibuang di sini.",JNE,Kalimantan Timur,2021-01-21,cabang utama kota kirim kota buang,"['cabang', 'utama', 'kota', 'kirim', 'kota', 'buang']",Pelayanan Bagus
5,Layanan bagus,JNE,Kalimantan Timur,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,TEBAEKKKKK MANNNNN,JNE,Kalimantan Timur,2021-01-21,tebaek man,"['tebaek', 'man']",Pelayanan Bagus
5,Respon cepat,JNE,Kalimantan Timur,2021-01-21,respon cepat,"['respon', 'cepat']",Pelayanan Bagus
4,Pusatnya kecil dan tenang,JNE,Kalimantan Timur,2021-01-21,pusat tenang,"['pusat', 'tenang']",Pelayanan Bagus
5,Okelah,JNE,Kalimantan Timur,2021-01-21,oke,['oke'],Pelayanan Bagus
5,Atas,JNE,Kalimantan Timur,2021-01-21,nan,['nan'],Pelayanan Bagus
4,DLL,JNE,Kalimantan Timur,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Cepat,JNE,Kalimantan Timur,2021-01-21,cepat,['cepat'],Pelayanan Bagus
5,pelayanan bagus dan tempat nyaman,JNE,Kalimantan Timur,2021-01-21,layan bagus nyaman,"['layan', 'bagus', 'nyaman']",Pelayanan Bagus
5,atasan atasan,JNE,Kalimantan Timur,2021-01-21,atas atas,"['atas', 'atas']",Pelayanan Bagus
5,Minuman yang enak,JNE,Kalimantan Timur,2021-01-21,minum enak,"['minum', 'enak']",Pelayanan Bagus
5,Kerja bagus,JNE,Kalimantan Timur,2021-01-21,kerja bagus,"['kerja', 'bagus']",Pelayanan Bagus
5,Bagus,JNE,Kalimantan Timur,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,pengiriman tepat waktu,JNE,Kalimantan Timur,2021-01-21,kirim tepat waktu,"['kirim', 'tepat', 'waktu']",Pelayanan Bagus
4,mmmm,JNE,Kalimantan Timur,2021-01-21,m,['m'],Pelayanan Bagus
4,Siap untuk pengiriman,JNE,Kalimantan Timur,2021-01-21,kirim,['kirim'],Pelayanan Bagus
5,Tempat yang bagus,JNE,Kalimantan Timur,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,Bagus..,JNE,Kalimantan Timur,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,Tuhan,JNE,Kalimantan Timur,2021-01-21,tuhan,['tuhan'],Pelayanan Bagus
5,Oke,JNE,Kalimantan Timur,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Bagus,JNE,Kalimantan Timur,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,Tidak,JNE,Kalimantan Timur,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Manthabbbbbb,JNE,Kalimantan Timur,2021-01-21,manthab,['manthab'],Pelayanan Bagus
4,Siiiip,JNE,Kalimantan Timur,2021-01-21,rusak,['rusak'],Pelayanan Bagus
4,Oke,JNE,Kalimantan Timur,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Menyarankan,JNE,Kalimantan Timur,2021-01-21,saran,['saran'],Pelayanan Bagus
5,Bagusss,JNE,Kalimantan Timur,2021-01-21,bagus,['bagus'],Pelayanan Bagus
5,kantor pusat JNE Samarinda,JNE,Kalimantan Timur,2021-01-21,kantor pusat,"['kantor', 'pusat']",Pelayanan Bagus
5,Whwhegyeye7eyeyeyeyeye,JNE,Kalimantan Timur,2021-01-21,whwhegyeye eyeyeyeyeye,"['whwhegyeye', 'eyeyeyeyeye']",Pelayanan Bagus
4,Pelayanan bagus,JNE,Kalimantan Timur,2021-01-21,layan bagus,"['layan', 'bagus']",Pelayanan Bagus
4,Tembakan yang bagus,JNE,Kalimantan Timur,2021-01-21,tembak bagus,"['tembak', 'bagus']",Pelayanan Bagus
4,Lokasi bagus,JNE,Kalimantan Timur,2021-01-21,lokasi bagus,"['lokasi', 'bagus']",Pelayanan Bagus
5,Pelayanan bagus,JNE,Kalimantan Timur,2021-01-21,layan bagus,"['layan', 'bagus']",Pelayanan Bagus
5,Pengiriman bagus,JNE,Kalimantan Timur,2021-01-21,kirim bagus,"['kirim', 'bagus']",Pelayanan Bagus
5,Selalu positif,JNE,Kalimantan Timur,2021-01-21,positif,['positif'],Pelayanan Bagus
5,Direkomendasikan,JNE,Kalimantan Timur,2021-01-21,rekomendasi,['rekomendasi'],Pelayanan Bagus
5,OKE,JNE,Kalimantan Timur,2021-01-21,nan,['nan'],Pelayanan Bagus
5,"Layanan Jne memang terbaik dan cepat, dan pegawainya ramah ramah.....ngga nyesel pake jasa pengiriman JNE...",JNE,Kalimantan Utara,2021-01-21,baik cepat pegawai ramah ramah pakai jasa kirim,"['baik', 'cepat', 'pegawai', 'ramah', 'ramah', 'pakai', 'jasa', 'kirim']",Pelayanan Bagus
4,"Lokasi strategis di pinggir jalan utama, stafnya juga ramah-tamah. Pelayanan makin ditingkatkan ya...",JNE,Kalimantan Utara,2021-01-21,lokasi strategis pinggir jalan utama staf ramah tamah layan tingkat,"['lokasi', 'strategis', 'pinggir', 'jalan', 'utama', 'staf', 'ramah', 'tamah', 'layan', 'tingkat']",Pelayanan Bagus
