rating,reviews,company,province,parsed_date
1,Paketan ku sdh sama kurir kok sampai sekarang belum ada datang ya.... Memang nya ini tarakan seluas negara rusia.... Payah kurir mu JNE....,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"Saya baru kali ini kirim paket via jne tarakan di markoni,baru tau paket dibongkar,,padahal uda cape cape di packing, ud jelas dibilang berkas dokumen, mash aja kepo dibongkar,, …",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"KURIR KURANG GAJI KAYANYA INI,, MASA ANTAR PAKET AJA LAMA. SUDAH DI TARAKAN BERHARI2, STATUS AJA DI ANTAR KE LOKASI, 2 HARI GAK SAMPAI2. KALAU GAK TAU ALAMAT COBA TLPON NO YG TERTERA, ATAU BERTANYA. JANGAN STATUS PAGI PAKET DI ANTAR KE …",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"Buruk sekali , bilangnya barang sampe 3-5 hari ini sampe 9 hari blom dikirim padahal itu barang pentingg tolong segera di proses ya ? Saya sudah bayar mahal2 tapi pelayanan buruk sekali",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"Pelayanan sangatlah buruk, mohon bekerja dgn baik spya konsumen merasa d puaskn, bgaimna bisa brng d kirim blm sampai2 pdhal estimasinya 2-3 hari tp trnyata pda knyataannya gk sesuai rugi bayar mahal klo pelayanan 0 besar. Mohon lbih d prhtikn lgi, kalau bgini trs bisa2 konsumen lari deh.. Gk 2 kali lah mw krim pke jne",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"Barang kapan nyampenya kalo d cek statusnya Tarakan terus,hampir tiap jam saya cek Gk terkirim"" jga k Malinau..bayar ongkir mahal"" pelayanannya Gk memuaskan",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Pelayanannya ramah dan informatif dalam memberikan pengetahuan soal biaya pelayanannya. parkirannya luas. bisa bayar pakai qris atau EDC.,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Yaampun. Barang saya selalu stuck disini. Dikira bayar ongkir pake daun apa. Kirim dong barangnya woy kirimmmmm jangan makan gaji buta astaga dosa,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,"Sangat suka dengan pelayanannya yang ramah dan cepat
Dan bila ada hal2 yang perlu di tanyakan pegawainya menjelaskan dengan ramah dan sangat bersahabat …",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"Kenapa barang saya belum diantar kan pak,saya belanja di shopee dari bandung ke malinau..
Tapi barang saya belum nyampek sampai skrg,pdhal sudah 2 minggu …",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"JNE Tarakan parah, barang lama diantar, padahal sdh lama tiba disana. Saya komplain JNE pusat, mereka cuma ubah status jd delivery tp trnyata ga diantar juga.  Telepon mereka tidak diangkat2. Pemalas, buat JNE pusat tolong diperhatikan cabang2 sprti ini yg merugikan konsumen.",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"Jarak kantor JNE dan Rumah hanya 10 menit, saat datamg selalu bilang sama kurir, eh ditunggu ga datang2 juga …",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"ini paket terhenti d sini, kok malah dikirim ke tarakan lagi? padahal udh tiba d trkan malah dikirim ke tarakan lagi? and gk ada pengiriman ke tanjung selor, udh 3 hari barangnya diam disini, ini gmna si?",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Pelayananya tidak memuaskan.bisanya paket ada 2 paket yg di kirimkan ke tarakan timur tapi kenapa yg di terima pelanggan hanya 1 paket.1 paket masih di JNE tarakan timur.gimana kami mau pakai jasa kalian kalau pelayanannya sudah bayar mahal tapi 0 besar.,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
3,Datangnya barang tidak tepat waktu. Datangnya lama,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,"Cs ramah banget ya, pas kita buka pintu di greeting oleh cs. Bayar pakai shopee pay pun ada cashback 10rb. Cs helpful banget intinya. Valid no debat no kecot",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Kak tolong pelayanannya di tingkatkan lagi kok paketan saya belum ada. Padahal lama pengiriman 2-3 hari aja. Ini sudah lebih dan kabarnya pun tidak ada,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"udah 3 hari paket saya statusnya masih digudang jne, sudah baik saya datangi sendiri digudang jnenya juga barang saya gak dikasih, alasan barang sudah di antar kurir, nyatanya sampai sekarang gak nyampai ke saya, kecewa sama pelayanan JNE!!",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Saya kecewah paket saya yg harusnya tanggal 3 dh dtg sekalian dicek gk ada ke tanjung.dh lama nunggu nyasar lagi.padahal.tujuan tarakan.tlg diperhatikan lagi,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,"Kantor utama JNE. Silahkan yg mau kirim barang , InsyaAllah barang akan sampai tujuan dan tepat waktu",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Kurang akurat. Estimasi 5 hari. Kok di balikpapan aja 4hr. di tarakan aja 3hr gak ada pergerakan. Sampek sekarang pas 10hr blum juga nyampek.,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Barang sya laporanx tgl 28 nympee tpi smpai sekrang blum di antr2 kan adaa no hp bisah hubungii syaaa masaa haruuss kmi yg nyari infox klw pun di tolak securiti biasax di tlpon mohon ketelitianx,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Barang saya berhenti di sini tidak bergerak anehnya ternyata saya lihat ulasan banyak seperti itu berarti tidak bagus JNE d sini,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
3,Terkadang pelayanan kurang baik. Pengantaran kadang tidak sesuai. Atau tidak diberikan kepada yang menerima atau jika penerima tidak ada dari petugas tidak berusaha menelpon,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Sangat buruk,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"Barang saya belum sampe"" dari tgl 21 skrang udah tgl 28 prah banget ini",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"Kenapa barang saya lama betul d trkn kpn baru d kirim ke bulungan.
Barang di cek katax ruma kantor masi kosong.kecewa banget klu kya gini terus.",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Bagaimana ini paket saya ko belum saya terima terima tanggal 16 Oktober 2021 sudah sampai d Tarakan tpi sampai sekarang saya belum terima barangnya.,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
2,"Pelayanannya lama, apalagi mas yang jaga melayani saya lama, pas ada cewek cantik aja di kasih cepat. Huhu nasib wek",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Sempat dulu kurang sreg dgn pelayanannya. Namun skrg sm mba yg berhijab melayani dgn hati. 👍 …,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"Dasar buruk banget pelayanan nya paketan saya sudah sampai tapi tidak di antar2 sudah 2 hari tidak di antar2,",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
2,"JT85741404216 dari tanggal 13 sampai sekarang tidak ada pemberitahuan, di cek pun paket tidak jalan2 tidak sesuai dengan estimasi kedatangan paket",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Bagi yg suka pakai jasa pengiriman recomen....letaknya kantornya mudah di jangkau di pusat kota.,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
3,"Sy mau tanya apakah barang saya sdh datang
No desi TJC2128566373355
At as nama jainuddin",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Sudah 2 minggu kiriman saya masih saja di Tarakan belum dikirim² jg ke bulungan. Kenapa lama sekali?,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
2,"Kurir tidak mengirimkan ke alamat penerima dengan yg tertera di paket. Dan tidak
mengkonfirmasi ke penerima.",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,"sering kirim paket via JNE ini, cepat sampai. untuk kawasan detabek biasa 1 hari paket sudah diterima tujuan",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"Pengiriman saya sudah seminggu blm di antar, managemen sama kurirnya Noob",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Seharusnya dg naiknya ongkir dari berbagai daerah dibarengin dg service yg bagus pula.,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
3,Pelayanan masih kurang maksimal untuk pengguna jasa pengiriman barang.,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Jne terbaik emg. Semua barang barang ku yg dikirim ke luar kota tarakan aman terkendali.,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Parah lelet bgt! Pantes aja skrg byk yg males krn makin jelek pelayanannya,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"Paketan belum kunjung datang padahal status di tarakan sudah.
dan tidak berusaha menelpon orang yang punya paket bila orangnya ga ada kzl",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,Barang saya sudah 2 minggu lebih nda sampai2,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Barang sudah sampai tapi lama diantar ke rumah. Mudahan kedepannya lebih oke.,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,"pelayanan sangat baik, sangat membantu, ramah",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Masih salah satu ekspedisi pengiriman terbaik,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Paket Atas nama seulbie tujuan bunyu knp blm nyampe jga?,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,"Customernya Cantiq dan Ramah, tp sayang paketnya hrs dibongkar lg",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,"Tempatnya mudah di jangkau, pas di belakang lampu merah arah markoni. fast respon dan ramah.",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,lebih dekat kantor pengirimannya drpd gudang pentimpanan barang datangnya🤭 …,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
3,"Paketnya udah 3hri blm jga di krimm ke blngan,gmna ini.",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Salah satu jasa pengiriman yang ada di Tarakan. Respond baik kok. Baik CS atau petugas front office.,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
2,"Kualitas nya di perbaiki dong kaya dulu
Saya pelanggan setia soal nya",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,"Pelayanan baik dan ramah, pelayanan buka sampai malam",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
3,jarang ke kantornya biasanya law pesan barang minta antar ke rumah aja langsung,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
3,Kenapa paket saya masih di Tarakan dan belum gerak,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,"Pelayanan bagus, tapi pengiriman masih suka telat.",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,Pengiriman cepat n lokasi ditengah kota,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"Estimasi nya 1-2 hari ini sudah lebih 2 hari belum sampai""",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,"Pelayanan cepat, ramah2.. mantap lah",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,"Pelayanan yang mengesankan, pengiriman barang juga cepat",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Ini kanror JNE kayanya tidak pernah libur...  Buka terus...,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
3,Knpa pket sy blum nyampe2 kealamat rumah sy,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Pelayanan terbaik,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,Paket dan kargo,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,"Tempatnya bersih, skrng sdh lebih adem",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,Tempat sangat strategis mudah dijangkau pelayanannya sangat baik,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Jne connecting happiness. Bisa kirim barang  sampai luar  negri lho,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,JNE cabang tarakan lama proses pengirimannya,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Swalayan terlengkap yg ada di kota tarakan,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"Uda ditungguin dr tdi siang ngk datang""",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,"Kalau mau dikirim, barang harus dicek dulu.",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,"Pelayanannya bagus, petugasnya ramah",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"Playanan buruk, buka tidak tepat waktu,",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Pengiriman super cepet ke jakarta. Mamtaaap,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,Pelayanan sgt baik,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
2,pengiriman terlalu lama,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Bagus pelayanannya cpt dan memuaska,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Dibuat overtinking,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Layanan mantap,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,Ke sini ngambil kiriman waktu itu...,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,Lebih di tingkatkan lgi pelayanannya,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,pelayanan bagus,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Pelayanannya baik,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Barang hilang ketika kirim ke tarakan.,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,"Pelayananya bagus,ramah cepat",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Pelanannya ramah,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,Tempat strategis di pinggir jalan besar,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
3,Jauh dri pusat kota,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,Pelayanan sangat. Cepat,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
3,sebaiknya cantumkan Nomor  HP untuk dihubungi.,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Lebih cepet dari J dan T. Upsss,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"lambat .... , nggak memuaskan",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,kantor jne rapih bersih,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Pelayanan dan pengiriman cepat,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,petugas sangat  ramah,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,"Buruk sekali pelayannya,",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Lambat...,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,CSnya rama..,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,Ada program simponi untuk UKM,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Pelayanan mantul,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,Petugas ramah.,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Bagus,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,Favorit gw jg,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Udah pindah,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Tetap semangat,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Lebih strategis,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
3,Tempatnya tidak strategis,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Mantap,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,lumayann,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Benar,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
3,Lumayan,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Kantor Jne Cabang Tarakan,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,terpercayaa,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Bagus!!,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Cabang teraneh,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Mantap,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,Mantap,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
3,Mantap,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,"pengiriman cepat, pertahankan",JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Pelayanan bagus tadi sm mb Raema,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Itu bagus,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,Tempat yang direkomendasikan untuk pengiriman barang ke kota lain,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Pengiriman di dermaga III kapal saya Genco kejutan dari China Guangzhou,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Barang saya 4 hari terjebak di gudang,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,kurir terbaik sejauh ini,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Oke di sana,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Pelayanan bagus,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Oke,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Bagus,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Secara keseluruhan bagus,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
4,Pelayanan bagus,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Pelayanan bagus,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
5,Bagus,JNE,Kalimantan Utara,2021-01-20 08:34:05.305830
1,Woiiii paket saya kapan diantar ntar ujung ujung nya direturr itu  yg kurir nama nya rusman ahmadi antar la paket ku wak udah 2 hari ngk sampai sampai niat ngantar apa ngk,JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
2,"Pelayanan yg buruk, udah nganter ke alamat telat, tidak ada konfirmasi pengiriman, paket main di lempar ke pintu aja, pokoknya selama pakai JNE baru kali ini pelayanan nya kurang bagus",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
4,"Harus datang pagi sebelum jam 07:30 jika ingin Pick Up paket sendiri, bawa KTP dan bukti order marketplace",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Barang saya tujuan Karimun malah nyasar ke Natuna, udah 14 hari sejak sampai ke Batam (JNE Tiban). Kacau",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,Tolong di perbaiki kinerja staff JNE Tiban yang sangat merugikan kami sebagai cutomer. Hampir 1 bulan barang hanya di tarok di gudang pdhl kami sdh infokan utk di retur. Ini bukan 1x sdh 2x saya di rugikan oleh kinerja pegawai JNE Tiban.,JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,Paket sudah berapa hari di batam tapi gk diantar ke alamat padahal sengaja buat bayar yang lebih biar cepet nyampe krn perlu banget nyatanya lambat x jauh di luar dari prediksi. Mana no telepon wa nya gk ada biar tau masih di JNE pusat/tidak.gk lagi pake JNE.,JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Expedisi ampas padahal senior,, pelayanan ampas, barang deket aja bisa sampai be minggu2 ,, keterangan rumah kosong ,, padahal kami 24jam org di rumah, kalo gak niat mending tutup aja bro gulung tikar gih sono,, dari dulu masalah sama tidak ada perbaikan ekspedisi paling buruk di indonesia wajar aja kalah saing sama sebelah",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Permisi saya mau buat laporan tentang hp saya yg dibawa kabur sama kurir JNE sampe sekarang blm ada pertanggung jawabannya terhadap pesanan saya
Uang saya habis dibawa kabur, kontak saya diblokir,
Tolong admin JNE harus bertangungjawab atas karyawan nya",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
5,Jasa pengiriman paket paling senior. Pelayanan disni oke. Lokasi mudah di jangkau. Semoga kedepan JNE makin maju karena jasa pengiriman senior 👌🏻 …,JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Paket stuck sudah 2 hari gak gerak gak diantar, padahal urgent dibela-belain biarpun ongkosnya mahal pake layanan yes yang katanya yakin esok sampai, tapi faktanya beuh.... …",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,maaf bnget ni jne pelayanannya bad bnget mas brg saya smpai pda tgl 17 tp smpe skrg ga diantr pdhal ini udh tgl 24 klo ga dijmpt mau smpe kpan itu brg disimpen disana. …,JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,Pelayanan buruk kurir malas antar smpe rumah nitip ke lapak orang terus emng dikiranya kita GK segan apa,JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,Kiriman kartu debit dri mandiri udh berapa kali percobaan statusnya wih delivery courier tpi udh berapa hari tiba2 nobody at home.. Pdhl saya 24 jam dirumah aja.. Kalau pun saya gak dirumah telpon lah.. Ini gaada dihubungin apa2 tiba2 nobody at home!!.. Parah sih ekspedisi satu ini luar biasa,JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Barang saya dari tgl 2 yg seharusnya uda sampai sampe skrg ga sampai"", mana kmrn tgl 2 blg mau antar lngsng antar aja tp ga diantar alasannya tidak jumpa rumahnya tp smpe skrg tdk ada menghubungi lagi buat antar paket, dikira kita beli …",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,Paket saya dari tanggal 20 sampai saat ini belum di kirim*lagi masih di jne tiban bagaimana ni.harus ya barang tu di tumpuk dulu baru di kirim.klo emg ngk bisa ngk usah bukak cabang lagi jne.buat malu nama jne aja,JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Ini barang gak dikirim kirim udah lama banget ngestuck tuh paket gua, mohon pihak JNE nya ada tindakan",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Ini jne terburuk, saya pake jasa next day malah nge stuck di kantor jne tiban 2 hari. Alhasil saya datang jemput sendiri. Dan tidak ada itikad baik minta maaf",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Ga jelas ini mah, respon nya jelek semua, mana  barang yg di pesan ga di kirim2 lagi.  olshop nya jg ga bertanggung jawab malah kabur gitu aja ngembat uang org,. Aku niat baik mau order malah jd ketipu. Tolong dong kalo mau cari uang itu yg …",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
3,"Paket saya blm sampai kerumah min
Status tgl 22/8/24 (With Delivery Courier)
Skarang 29/8/24 seharusnya dalam 24 jam uda sampe rumah",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,Penipuan 625 ribu uang saya hangus paket tidak datang hanya minta biaya nambah trus,JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,Kurir nya gk pernah punya pulsa atau kuota padah ada nomor hp nya gk pernah nelpon katnya paket dah sampai ke rumah,JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Menyesal ngirim paket pake JNE,barang sudah datang seminggu di Batam tapi ngak dikirim2. Bolak balik telp juga ngak ditanggapi kayak taiiiik",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Udah sampai JNE TIBAN malah gak dikirim2 udah 2 hari, tolong kerjasamanya dong kenapa bisa begitu, padahal JNE lain langsung dikirim",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"mau ambil paket sendiri ribetttt

hrs ke cs …",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Tadi tanya digudang katanya udh diantar kurir, ditungguin ga datang², malah besok jadinya",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
5,"Kiriman aman cepat dan mas mbaknya murah senyum, sukses selalu ya, pilihan servicenya jg banyak banget, recommended banget expedisi satu ini. …",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Pelayanan serta handling paket sebaiknya segera diperbaiki. Paket yang seharusnya 1 hari , malah lewat 1 hari.",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
5,"Alhamdulillah,, terus berdiri JNE semua cabang. Berkat anda kami terbantu. sukses untuk JNE. 🤲🤲🤲🤲 …",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Buruk sekali pelayanannya, paket pun di tahan2 buat di kirim, bilangnya regulasi 7 hari, tapi sampai sekarang pun paket saya belum dikirim², asli jne paling parah dan buruk yang sy pakai ini lah dia",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Paket saya kok belum sampai min, padahal udh di kurir kenapa belum di antar ke lokasi saya",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
5,"jne terbaik, pengiriman sangat cepat, complain pun jelas kemana arahnya.",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,Dari tanggal7 sampai sekarang gak sampai dengan alasan ada takziah..padahal jalanya gak tutup total masih bisa lewat kurir juga gak ada wa,JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,Pengiriman sangat lambat padahal barang udah nyampe batam 3 hari,JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Sangat jelek sesuai rateing semua org tp tidak ada kemajuan dalam pengelolaan bisnis ini, barang saya di kirim via JNE batam ini tp di buat hilang, dengan alasan pecah lah di telusuri ternyata bkn barang saya, di suruh claim saja tp tidak …",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Sangat tidak bertanggung jawab....sy belanja di online shop dgn alamat ini...tp sudah 6 hari, sy minta no resi tdk diberikan..... online shop yg sungguh tidak bertanggung jawab...atau mungkin ini hanya modus utk menipu pembeli sj...nama …",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,Paket tak kunjung datang alasan rumah kosong alamat tidak lengakp padahal no wa ada kenapa tidak di telvn,JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
5,"Jika ingin ambil paket langsung harus hubungi call center dulu. Booking kapan ngambilnya.
Kalau kirim paket lama karna data pengirim sering dibuat2 atau bohong, apalagi harga dimainin, biar pajak nya murah. Sering jd ketahan pengirimannya.",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"JNE terburuk! Paket Saya gapernah COD, dan jelas-jelas Saya lagi cuci motor gasadar difoto, paket tidak terkirim dgn alasan *penerima tidak berada dirumah* padahal Saya dirumah juga nunggu-nunggu paket urgent ini, Kurir kalian ini bagaimana? No.Telp Saya juga gapernah dihubungi, tolonglah diperbaiki cabang Tiban ini",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"harusnya Liat ulasan dulu emang sebelum pake jasa kirim. Penilaian online ajah sampe 2.4 rata² bintang 1.
Ini JNE terburuk dari seluruh kota indo kayaknya, pesen barang shoppe gamau …",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
5,"JNE Batam ternyata kooperatif, kontak melalui akun Instagram mereka, lumayan cepat respon. Yang buat ribet ternyata aturan pemerintah yang mengharuskan tiap paket untuk di scan dan diperiksa data dan harganya, jika tidak sesuai maka akan …",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"bintang 1 aja rasanya ketinggian buat pelayanan kalian, harusnya gaada bintangnya. kapok pakai JNE gak lagi-lagi deh, 3 kali pakai JNE 3 kali juga pelayanannya tidak bagus masa paket sudah datang berhari-hari di batam tapi belum dikirim …",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
1,"Lama lama klo sistem nya kaya gni bisa bangkrut sih JNE....
Bayar mahal2 pake yg YES... Malah gak smpe2... Pantes pada beralih ke expedisi lain.....",JNE,Kepulauan Riau,2021-01-20 08:34:05.305830
